feature,coef
applicant open bank,-0.03067870028291316
law monthly,-0.030653378975475695
strict security guidelines,-0.03065076968905801
security guidelines,-0.03065076968905801
iraq require live,-0.03065076968905801
include record,-0.030646895200563053
dual citizenship unite,-0.03064088181190097
member friend,-0.030637143571139433
family member friend,-0.030637143571139433
applicant connection,-0.030629779293867856
equal,-0.030622586759130415
gender base violence,-0.030609441493555926
base violence,-0.030609441493555926
gender base,-0.030609441493555926
16 applicant,-0.030607431509627123
joint military,-0.030594738543812807
initially deny,-0.03059186925666171
applicant initially deny,-0.03059186925666171
sor allege security,-0.030581955925374493
agree,-0.0305762461029724
2021 background interview,-0.03057607354161245
2021 background,-0.03057607354161245
minimize,-0.030573481763324934
sell,-0.030572472390134425
unjustified arrest prosecution,-0.030570189646451296
arrest prosecution journalists,-0.030570189646451296
prosecution journalists,-0.030570189646451296
applicant divorce,-0.030561330890398468
indication record applicant,-0.03055613145727002
accountability,-0.0305560218067909
government fail,-0.03054982487754773
applicant deploy,-0.030547879893659445
testimony applicant state,-0.030546019680369525
sole legal government,-0.030537182440263797
legal government,-0.030537182440263797
sole legal,-0.030537182440263797
legal government china,-0.030537182440263797
early 2018,-0.030534919933426868
inconsistent,-0.03053277537435925
iraq islamic state,-0.030517359793091767
iraq islamic,-0.030517359793091767
159,-0.030512347526739647
state march,-0.030487857938564775
majority,-0.03048694710623346
iran unite state,-0.030485294313359366
report russia,-0.030484974273478477
military research,-0.03047270622922849
june 2015,-0.030468102646072054
prosecute punish official,-0.030459413163521788
punish official,-0.030459413163521788
citizen travel iraq,-0.03044908938306273
state control,-0.030431238713816477
parent law,-0.030422771755537443
business development,-0.030421705503850236
prison conditions,-0.03041793241147482
transportation hubs market,-0.030411944919302356
hubs market,-0.030411944919302356
hubs market shop,-0.030411944919302356
market shop,-0.030411944919302356
market shop malls,-0.030411944919302356
leverage,-0.030408348451387894
answer item,-0.030402971780142708
affordable,-0.030400747694774462
department state issue,-0.030398692515583668
direct contact,-0.03039031785326522
family unite state,-0.030385854258504687
shia militias,-0.030381119754550923
16 21,-0.03037962371031538
applicant disclose debt,-0.030357647733303465
defense report,-0.03035602458612956
department defense report,-0.03035602458612956
item october,-0.03033753101913939
coalition defeat isis,-0.030335662657716426
egypt sor,-0.03033548911295901
intend remain,-0.03031624720623362
mother resident,-0.03031084688180507
visit china applicant,-0.030291308951424185
discrepancy,-0.030288653688319258
dual national,-0.03028187242820017
document country afghanistan,-0.030265883974654337
provide significant heighten,-0.030265883974654337
delivery driver,-0.03025414416165841
applicant young brother,-0.03025085676291057
applicant explain father,-0.03022774758975073
explain father,-0.03022774758975073
native citizen,-0.030226120559486338
individual country,-0.030225769918643314
2017 time,-0.03022432726410609
resident iraq sor,-0.030192126994071537
spouse daily,-0.030187904869324357
spouse daily contact,-0.030187904869324357
sector applicant,-0.030183645338622833
25 28,-0.030182815568564184
resident iraq applicant,-0.03018057322728089
deposite account,-0.03017470601700562
parliamentary,-0.030164736285318416
trial limit freedom,-0.030163234268380044
trial limit,-0.030163234268380044
public trial limit,-0.030163234268380044
applicant earn associate,-0.030151823402818172
applicant remember applicant,-0.030148657626417052
competitor,-0.030147848221987548
consideration sor allege,-0.030137390218344353
sisters mother,-0.030132648439021217
lack accountability,-0.030130511086010746
target individual,-0.030128531133102675
public areas,-0.03011509873846666
including limit,-0.030114508208325848
government applicant admit,-0.030103571155025856
bachelor degree 2014,-0.030098125762537842
degree 2014,-0.030098125762537842
officer applicant know,-0.030088435640744038
naturalization citizen,-0.030082148947400196
limit freedom expression,-0.030072228172822422
clearance require,-0.03006177566136769
government information,-0.0300609100141636
states items,-0.030060459308770222
unite states items,-0.030060459308770222
2018 sca applicant,-0.030057559760314514
year college,-0.030055396301714145
group continue,-0.03003968460686694
defense contractors,-0.03003526909118667
motivate,-0.030011968450451818
chinese military applicant,-0.03001079119331156
child born iraq,-0.030006741926796452
speak sister,-0.02998416833784747
applicant speak sister,-0.02998416833784747
iranian citizenship,-0.029978693560397646
qatar applicant,-0.029971794065188424
emphasize,-0.02997153272950326
61 65,-0.02996789191147875
1986,-0.02996348747332134
complete sca applicant,-0.029962941956532395
maintenance,-0.029951497830196627
applicant stay applicant,-0.029948223266364222
amendment citizen iran,-0.029940455322515644
august 2015 ge,-0.029938262859611344
kabul,-0.029937730863011033
sister uae,-0.02993727445809028
foreign government applicant,-0.02993159696818429
10 days,-0.029914914451138638
000 applicant explain,-0.02991477947572776
linguist defense contractor,-0.029906790202012246
linguist defense,-0.029906790202012246
government torture cruel,-0.029882883506488878
notification,-0.029882883506488878
disappearance government torture,-0.029882883506488878
meet visit,-0.029879019875719504
applicant meet visit,-0.029879019875719504
applicant emigrate,-0.029875972474832892
significantly,-0.02986631349556007
approximately 50,-0.029865372414201705
applicant intend pay,-0.02985418631539962
1986 applicant,-0.029847457674718723
applicant prefer,-0.029844797936052513
information russia,-0.029830008239813986
opm investigator applicant,-0.029826707259557026
weekly monthly basis,-0.02981893267656722
combat mission,-0.029807201605158387
republic govern elect,-0.0298066355504872
govern elect president,-0.0298066355504872
govern elect,-0.0298066355504872
republic govern,-0.0298066355504872
violate law,-0.02980237770531054
evaluation,-0.029795642732845663
december 14,-0.02979146482588894
criminal libel,-0.029765516170389146
citizen april,-0.029764257840072455
abuse include,-0.02976181998778874
asylum,-0.029742284858034932
outside home,-0.029740564335701485
seek join,-0.02971925527975753
applicant receive master,-0.029714845295484186
threat level,-0.029714097656585416
bring justice,-0.029714097656585416
threat level travel,-0.029714097656585416
village,-0.029712332003350904
tr 38 41,-0.029702958191805632
64 applicant,-0.02969194532430415
resolved,-0.02968273122953822
extend family,-0.02968221023438628
money pay,-0.029676952772679045
paramount authority,-0.029675022137160702
applicant fact,-0.029659353722494376
source document,-0.02965843205840625
divorce children,-0.029647836789814815
apply work,-0.029635210667130697
freedom speech,-0.02963181081116474
applicant provide evidence,-0.02962780723848417
seven applicant,-0.029621129157163573
pay debts,-0.029613138220910266
graduate college applicant,-0.029611162596014637
conduct sor allege,-0.02959307031735575
time month,-0.029581464259438497
split time,-0.029577118559352994
administrative notice certain,-0.029568356174635487
deny sor admission,-0.029549755450223637
contact january,-0.029548563485215663
threat unite states,-0.029531860198879913
medium outlets,-0.02951581688349841
small arm,-0.0295126579145183
government facilities terrorist,-0.029507239272762536
facilities terrorist,-0.029507239272762536
iran mother,-0.029503788822940233
applicant spouse close,-0.029496823696785728
credible threat,-0.029482615286398124
employ current employer,-0.029477341602580493
shi,-0.029474772808624834
sca march,-0.029471308289745663
government torture,-0.029464985396179474
approximately 30 000,-0.029446040752218967
inheritance applicant,-0.029442637479902233
construe,-0.02943348059736881
empire unite state,-0.029426411272777144
empire unite,-0.029426411272777144
sor applicant submit,-0.029424125810437487
child born applicant,-0.02942393560476811
chinese government applicant,-0.02942185411735523
arrange marriage,-0.029417003528116947
work middle,-0.029411924524082273
republic china,-0.029411609893780916
illicit,-0.029405344692947904
hold iraqi,-0.02939095940566806
authority,-0.02938508889812866
square,-0.029378214151212622
home live,-0.029368728149406435
judges,-0.02936726721929077
2015 2017,-0.0293659363696667
uncle cousin,-0.02936273619045871
applicant purchase,-0.029359715898148796
reside family,-0.02935023271018478
risk violence,-0.029335453074033256
visit country,-0.02932793153988718
civil war applicant,-0.029327053512649075
opm applicant,-0.02932696842296644
spouse green card,-0.029326471899020292
adverse,-0.029324609048242963
affiliation foreign,-0.02930897798966609
affiliation foreign government,-0.02930897798966609
spouse come,-0.029304554506046982
age 60,-0.029301539314255876
china present,-0.029276625937850378
china present persistent,-0.029276625937850378
ownership share,-0.02927191967084478
applicant ii,-0.029267289455750876
hold job,-0.02926608229274126
crime terrorism,-0.029264352991463648
revolutionary guard,-0.02926388820561038
islamic revolutionary,-0.02926388820561038
islamic revolutionary guard,-0.02926388820561038
violence terrorist group,-0.029244448214473855
coalition defeat,-0.029236817283542712
45 50,-0.029234680576741074
explosive device,-0.029231706721300234
14 applicant,-0.02923136801163176
government employment,-0.02923003033938307
sister spouse,-0.02922079529532764
management opm investigator,-0.029199869685300084
account egypt,-0.02919493197874789
citizen egypt unite,-0.02919493197874789
bank account egypt,-0.02919493197874789
family come unite,-0.02917714092763576
iraqi passport applicant,-0.029173437339111454
applicant receive certificate,-0.029172336762768567
april 2009,-0.029169115661169295
torture security,-0.029154926745131763
deadly,-0.029139457225885842
random,-0.02913179528690116
cable,-0.02913005179879144
time tr 46,-0.029128990556564687
applicant pastdue,-0.029125965634670924
coown apartment,-0.029109990944639036
earn master degree,-0.02910463820593323
disagree,-0.029102214273251183
sca applicant answere,-0.029095241570201803
support family applicant,-0.029090322507647266
include arbitrary unlawful,-0.029089668173917435
forces terrorist,-0.02908654983763672
failing,-0.029084921336889454
reasons,-0.029082825915639685
states applicant naturalize,-0.029082683886264248
solely,-0.029082017232985858
detention government,-0.02907993970832695
iran syria,-0.029077309987074387
live family,-0.02907464393774857
management opm,-0.029065986861427733
personnel management opm,-0.029065986861427733
indication applicant,-0.029065662578427423
failure prosecute,-0.029064126686811596
basra,-0.029064010876215858
uneven,-0.02905965453472679
violently,-0.029047406474252965
provide certificate,-0.02904279036624778
applicant provide certificate,-0.02904279036624778
significant concern,-0.02903779518026147
law months,-0.029034921389596745
justice applicant,-0.02901525846545391
offer job,-0.02901345005395263
lived,-0.029013378178149456
terrorism threat,-0.029011942960491862
2016 background,-0.029010101247162978
aunt applicant,-0.028998224714768
issue travel,-0.028984133883232423
deny sor applicant,-0.02897990182114817
intelligence odni,-0.02897591741632672
national intelligence odni,-0.02897591741632672
115 116,-0.02897562433607379
terrorist attack target,-0.028965049553257766
consider immune,-0.02895699443776298
consider immune violence,-0.02895699443776298
applicant testify brother,-0.028953684135688457
testify brother,-0.028953684135688457
sponsor legal,-0.028951073455158093
china year,-0.028950870188271288
citizens,-0.028949024425009316
engineering tr,-0.02894818962813433
2017 september,-0.028945436155275527
china russia,-0.028936956284051147
conduct influence operation,-0.02893541589558711
dominate president,-0.028930862697144483
political dominate,-0.028930862697144483
political dominate president,-0.028930862697144483
previous seven years,-0.02892999432890964
endure,-0.028925857466401566
2015 march,-0.028916316759821363
sister work outside,-0.028914707858643158
instruct,-0.0289137814593572
assembly freedom,-0.028908776115497338
continue plot,-0.028895981813431722
child dual,-0.028883554173997135
security environment isis,-0.02887236745504653
environment isis,-0.02887236745504653
environment isis control,-0.02887236745504653
pronouncement concern,-0.028865446139435584
government pronouncement,-0.028865446139435584
government pronouncement concern,-0.028865446139435584
pronouncement,-0.028865446139435584
operative,-0.028857800054228378
issue exist,-0.028855266434361482
right issue exist,-0.028855266434361482
property russia,-0.028847924156724013
kidnapping terrorist insurgent,-0.0288462852143884
issue iraq,-0.0288462852143884
violence kidnapping terrorist,-0.0288462852143884
operational,-0.028842722382334565
signal,-0.028841909540421012
mother law father,-0.02883790969084994
law father law,-0.02883790969084994
37 sor allege,-0.028831259214312923
visa waiver program,-0.028829595285532483
visa waiver,-0.028829595285532483
states state,-0.02882388979491337
unite states state,-0.02882388979491337
applicant write applicant,-0.028821060376335212
emirate uae,-0.028818431607998275
arab emirate uae,-0.028818431607998275
difficulty,-0.028816945875170526
government society weaken,-0.028815826389211707
sectarian hostility widespread,-0.028815826389211707
society weaken,-0.028815826389211707
hostility widespread,-0.028815826389211707
hostility widespread corruption,-0.028815826389211707
actual,-0.02880975937776019
educational institutions,-0.02880876004923831
compliance,-0.02879752711359586
restaurants,-0.028786237339903775
travel lebanon,-0.028779909104789524
militant group,-0.028772509827608136
taking care mother,-0.028763143875283073
law year old,-0.028753388128065972
department issue travel,-0.028738958976887007
2017 october,-0.028734812054134234
sister sor,-0.02872338263525118
political process,-0.028717816741779693
allegation,-0.02871162854392983
cross allege,-0.028692089796045227
2014 october,-0.028691527737308993
naturalize citizen march,-0.028686605052555856
state tourist visa,-0.028683712750676806
unite state tourist,-0.028683712750676806
state tourist,-0.028683712750676806
nations,-0.028679153882082135
level exercise increase,-0.02867911723072189
tr 52,-0.028673878627090508
periods,-0.028665662482670815
recognize,-0.02866540830379095
fax,-0.02865754100393713
university applicant,-0.028657155215740894
ultimate executive,-0.02865449409194227
ultimate executive legislative,-0.02865449409194227
executive legislative authority,-0.02865449409194227
king ultimate,-0.02865449409194227
king ultimate executive,-0.02865449409194227
legislative authority,-0.02865449409194227
family egypt,-0.0286526275867079
1983 applicant,-0.028649926412635328
list country,-0.028647811866859437
improvise explosive,-0.028638383573747647
citizen applicant reside,-0.028628317370784567
human right protections,-0.028626893996713466
sectarian hostility,-0.028626893996713466
protections,-0.028626893996713466
right protections,-0.028626893996713466
insider access steal,-0.02862211972630353
access steal,-0.02862211972630353
abuse,-0.028620649836502404
open bank,-0.02861959389476862
brother colonel,-0.028618120298305735
applicant cousin citizen,-0.028612008344363976
convictions,-0.028600933877347422
state 2006,-0.02858118784641679
unite state 2006,-0.02858118784641679
law deceased applicant,-0.02858087804081783
misunderstand,-0.02857787475085083
birth,-0.02857603986222637
forms,-0.028573077112113848
tr 53 55,-0.028572885891871624
2017 security,-0.02857058642012716
information share,-0.028570199115545095
behalf tr,-0.02855678644857376
maintain regular,-0.02855515163224003
000 2019,-0.02855317452971411
widowed,-0.02853756550538624
begin current,-0.0285353306530006
2018 security,-0.02852903162337436
2018 security clearance,-0.02852903162337436
time employment,-0.028520265274939536
official government interests,-0.028493886386148942
tr 110,-0.028493381397620553
tr 40,-0.02848923311989353
government pay,-0.028481481275171198
1990s applicant,-0.028480566721431174
news,-0.028479986477304778
tr 52 55,-0.028460088197621504
careful,-0.028459001830453648
2007 2010,-0.02845890603503659
twice month,-0.028453182317806084
capture,-0.028449528776809806
april 2010,-0.02844697474138182
protests,-0.02844618594575361
live dubai,-0.0284459420507484
2018 applicant spouse,-0.02844298425032024
immediate extend,-0.028440101441215084
applicant job,-0.028439139277300872
brother reside unite,-0.028437387479559612
39 50,-0.028433123662523006
confirmation,-0.028413203068121527
applicant american,-0.028405183486121144
opponents,-0.028404592796355037
low cost,-0.02839594458265632
ransom,-0.028374061875722546
married children applicant,-0.02835850500952141
avoid,-0.02834804979582961
people unite,-0.02834410442433342
service citizen,-0.02834301151334721
ban,-0.028336887142160348
dual citizen unite,-0.028336358460573568
acceptable,-0.028332682540400948
september 2003,-0.02832447025981939
scas applicant,-0.028319012596546733
islamic state iraq,-0.028315284739596443
january 2008,-0.028310341320156487
afghanistan face,-0.028306643845600308
old applicant spouse,-0.028301835997658318
ceremony applicant,-0.02829002761388723
clarification,-0.02828519543881686
contact russian,-0.028246654560723155
mother year old,-0.02822563189353164
mother year,-0.02822563189353164
russia employ,-0.028219829437147112
37 41,-0.02819253545964745
properly assess security,-0.028190966689092115
properly assess,-0.028190966689092115
assess security significance,-0.028190966689092115
issue administrative,-0.028190966689092115
issue administrative notice,-0.028190966689092115
establish applicant admissions,-0.028190966689092115
addition fact establish,-0.028190966689092115
addition fact,-0.028190966689092115
guideline issue,-0.028190966689092115
fact establish applicant,-0.028190966689092115
adjudicative guideline issue,-0.028190966689092115
guideline issue administrative,-0.028190966689092115
fact establish,-0.028190966689092115
province afghanistan,-0.028189478172216
state july,-0.028186079614790038
rely government,-0.028177655802374323
2017 applicant provide,-0.028171244775549036
publication concern,-0.028161481357598286
government publication concern,-0.028161481357598286
brother sisters applicant,-0.02815734414686742
greatly,-0.028157101714827763
coming,-0.02815136883585322
public school,-0.02814989276721395
relocation,-0.028141980456992597
summary accurate,-0.028140280394247676
contact sister,-0.028139699580658144
october 2018,-0.028138781861761282
severe restriction religious,-0.028135741067266042
iraq approximately,-0.02811701623849037
philippine,-0.028097956091747794
unite state november,-0.028082321324219978
legal,-0.02807929535703674
current employment applicant,-0.028056205873298906
security military,-0.028037775850407117
47 48,-0.028035264805375416
interview summary,-0.028032044544724955
applicant continue work,-0.028025652621287846
list foreign contact,-0.028022415420708532
employment iraq,-0.02801757543828946
item applicant brother,-0.028004015932264755
reluctant,-0.027993774526533143
conditions person analysis,-0.02798588345094135
credibility determination application,-0.02798588345094135
consider make,-0.02798588345094135
conditions person,-0.02798588345094135
determination application mitigate,-0.02798588345094135
derogatory information allege,-0.02798588345094135
mitigate conditions person,-0.02798588345094135
determination application,-0.02798588345094135
consider make credibility,-0.02798588345094135
birth applicant enter,-0.027980154984409856
house applicant,-0.027976833677964465
resume contact,-0.027968270530334467
years time,-0.027967881914505183
evidence provide,-0.027948868160874864
kill,-0.02794553815768701
assassination,-0.02793097589745066
denial,-0.02791043124250093
association assembly,-0.027907038893244775
maintain dual,-0.027904586929270773
citizens ge,-0.02790002884986567
discrimination,-0.027898062926110075
debt place collection,-0.027896708057007547
debt place,-0.027896708057007547
sentiment,-0.027894763672125344
abdullah,-0.027889939471675944
individual locate,-0.027888954600851133
locate outside,-0.027888954600851133
locate outside country,-0.027888954600851133
reprisal individual locate,-0.027888954600851133
individual locate outside,-0.027888954600851133
account india,-0.0278852840873241
bank account india,-0.0278852840873241
nature,-0.027880667050238072
relationship,-0.027877596743071876
member know applicant,-0.027870477438739633
source transit,-0.0278589426451886
turkey source transit,-0.0278589426451886
seek join isis,-0.0278589426451886
government adherence policy,-0.0278589426451886
importance turkish,-0.0278589426451886
importance turkish government,-0.0278589426451886
government adherence,-0.0278589426451886
terrorism arbitrary,-0.0278589426451886
join isis terrorist,-0.0278589426451886
adherence policy,-0.0278589426451886
republic executive,-0.0278589426451886
republic executive presidential,-0.0278589426451886
adherence policy action,-0.0278589426451886
join isis,-0.0278589426451886
executive presidential,-0.0278589426451886
executive presidential unicameral,-0.0278589426451886
grand national assembly,-0.0278589426451886
grand national,-0.0278589426451886
trust country,-0.0278589426451886
group fight,-0.0278589426451886
group fight syria,-0.0278589426451886
party pkk,-0.0278589426451886
uphold human right,-0.0278589426451886
grand,-0.0278589426451886
terrorism arbitrary detentions,-0.0278589426451886
public trust country,-0.0278589426451886
constitutional republic executive,-0.0278589426451886
law uphold human,-0.0278589426451886
law uphold,-0.0278589426451886
turkey source,-0.0278589426451886
institution rule,-0.0278589426451886
institution rule law,-0.0278589426451886
seat parliament grand,-0.0278589426451886
seat parliament,-0.0278589426451886
criticize government policy,-0.0278589426451886
criticize government,-0.0278589426451886
isis turkey,-0.0278589426451886
emphasize importance,-0.0278589426451886
detention thousand,-0.0278589426451886
government policy officials,-0.0278589426451886
date 1831 unite,-0.0278589426451886
600 seat,-0.0278589426451886
600 seat parliament,-0.0278589426451886
policy action build,-0.0278589426451886
date 1831,-0.0278589426451886
uphold human,-0.0278589426451886
policy officials,-0.0278589426451886
including opposition,-0.0278589426451886
lawyers journalists,-0.0278589426451886
emphasize importance turkish,-0.0278589426451886
fight syria,-0.0278589426451886
fight syria iraq,-0.0278589426451886
policy action,-0.0278589426451886
parliament lawyers,-0.0278589426451886
parliament grand,-0.0278589426451886
right commitments,-0.0278589426451886
presidential unicameral,-0.0278589426451886
action build public,-0.0278589426451886
turkish government adherence,-0.0278589426451886
presidential unicameral 600,-0.0278589426451886
build public trust,-0.0278589426451886
build public,-0.0278589426451886
unicameral 600,-0.0278589426451886
unicameral 600 seat,-0.0278589426451886
terrorist group fight,-0.0278589426451886
1831 unite,-0.0278589426451886
action build,-0.0278589426451886
parliament lawyers journalists,-0.0278589426451886
parliament grand national,-0.0278589426451886
member parliament lawyers,-0.0278589426451886
employee mission,-0.0278589426451886
1831,-0.0278589426451886
arrest criminal prosecution,-0.0278589426451886
human right commitments,-0.0278589426451886
1831 unite state,-0.0278589426451886
rule law uphold,-0.0278589426451886
government arbitrary,-0.0278545707341756
device ieds occur,-0.0278545707341756
government arbitrary arrest,-0.0278545707341756
attack citizen,-0.0278545707341756
site applicant,-0.027851038626941202
approximately 000 000,-0.027847207846622347
monthly basis applicant,-0.027846766103128286
husband child,-0.027841601789206204
record clear,-0.02783840786757072
spy,-0.0278190051144098
response inquiry,-0.02781027150078127
uncles,-0.027808435267434765
2007 december,-0.027800643237667233
2016 september,-0.0278000621135961
august,-0.0277952620349113
applicant born iran,-0.0277790246465991
applicant learn,-0.027766798007068424
russia tr,-0.027766473426594565
300 500,-0.02774782327615025
current information,-0.027745365893216363
father estate,-0.027742013383401848
compromise classify,-0.02774107272423503
state report,-0.027738053836227815
applicant currently unemployed,-0.027726247794583037
april 2015 applicant,-0.027723872237524688
assert loyalty,-0.0277193175388717
sor debt,-0.027708081951100617
lender,-0.027704924388959332
state foreign,-0.027693765580660043
450,-0.02768478962289597
56 year,-0.027668161216513526
married child,-0.027667584674044003
foreign contact,-0.027658421623678233
october 2022,-0.027658311874057012
vacant,-0.027648819299955336
amend sor,-0.027646284020768637
dating,-0.027645382107105595
december 2014 january,-0.027631430278329736
november december,-0.027617066630049904
applicant visit parent,-0.027600540111848537
iraq including isis,-0.0275994927977714
including isis,-0.0275994927977714
active iraq including,-0.0275994927977714
chinese citizens,-0.027587416585453346
44 46,-0.027566981238148797
use terrorist,-0.027555646680257558
sor applicant indicate,-0.0275451639911504
device ieds,-0.027539810985547933
explosive device ieds,-0.027539810985547933
coming unite states,-0.027533439308370797
clash,-0.027531905843536215
month time applicant,-0.027512174933008976
born jordan,-0.02750733906269226
turkey,-0.02750122809701395
2015 september 2015,-0.027487006505712827
sor collection,-0.027484898952955677
position government,-0.02747576569895658
tr 19 applicant,-0.027466691740894382
109,-0.027465878885304502
security officer fso,-0.02746129788077009
officer fso,-0.02746129788077009
cruel inhumane,-0.027452252680012425
lengthy,-0.02743940602795207
expensive,-0.027420673457790555
isis terrorist,-0.027418568699072783
iraq live,-0.027408951955400468
state applicant meet,-0.027384936816071796
2019 august,-0.02737332716493793
plan retire,-0.027372805551249983
april 2013,-0.027354650193046493
civil liberties including,-0.027354599602803766
liberties including,-0.027354599602803766
fso applicant,-0.02734478814251332
pay school,-0.027342442490834628
dubai applicant,-0.027339849892788263
pay child,-0.027324302873022337
university unite state,-0.02731827718505605
share apartment,-0.027312379596927987
questions,-0.027307839281066365
violence terrorist,-0.027305004882726355
conditions political prisoners,-0.027297972593046817
resident russia sor,-0.027295542262663532
didn,-0.02728893149746379
needed,-0.027281633733311984
matters applicant,-0.027275515569499666
evidence submitted,-0.027271404578911227
chance,-0.027268623442378365
employment afghanistan,-0.02725523232028928
applicant assert applicant,-0.02724957225966153
torture security forces,-0.027247505728252026
pipeline,-0.027244424307903824
following relative resident,-0.02723981836212082
following relative,-0.02723981836212082
applicant following relative,-0.02723981836212082
travel extensively,-0.027222917773023714
approximately time,-0.027222774933852723
tr 36 applicant,-0.0272075059053738
bomb,-0.027187298761240035
applicant denied,-0.027183802416006073
38 41 applicant,-0.027172745088203554
sudan syria,-0.02716174380731533
threat violence journalists,-0.027157365211708084
contact foreign national,-0.027138801479451427
conversation,-0.027137609755374735
49,-0.02713077064623941
military coup,-0.027118951833189762
iraq applicant maintain,-0.027116306434979857
assault,-0.027115855607899746
death civilian,-0.027108996471009113
citizen applicant spouse,-0.027094258999235028
inside outside,-0.027091961613546316
exec,-0.02708188138767637
exec 10865,-0.02708188138767637
sca applicant fail,-0.02708080402004988
iraq employ,-0.027078897871503384
people republic,-0.02706322492954931
jihad,-0.027047932979880618
background investigation,-0.027046302283503486
usually,-0.027034004503941566
approximately years applicant,-0.027020249203022085
traffick persons violence,-0.0270176148120653
persons violence,-0.0270176148120653
escort security,-0.027017009764586864
right abuse,-0.02701563367456406
father brother,-0.0270126586164271
citizen person family,-0.027008708945476453
citizen person,-0.027008708945476453
use insider,-0.027008708945476453
frequently seek exploit,-0.027008708945476453
use insider access,-0.027008708945476453
person family tie,-0.027008708945476453
insider access,-0.027008708945476453
frequently seek,-0.027008708945476453
wife citizen resident,-0.026997826743896437
tr 73 applicant,-0.026995822180064268
accomplishment,-0.026978726847580826
end,-0.0269781050593171
days tr,-0.026975285530822984
unmarried,-0.026950354817674313
bin,-0.026940677749650005
rational,-0.02692786482375471
department justice,-0.026917308702197707
2017 background interview,-0.02691461703531852
applicant usually,-0.026906788662755438
foreign investment,-0.026899856132373393
heighten,-0.026895591678823414
2016 february,-0.02689197033908994
2016 february 2017,-0.02689197033908994
2013 2017,-0.026889702685507496
extrajudicial killing,-0.026885434296491366
iraqi woman,-0.026879530346959443
parent sibling,-0.02687790332306327
appx page,-0.02686843699944946
allegation explanations applicant,-0.026862023370160384
authority monitor,-0.02685076296115629
guilty,-0.026847548730529542
organization ngos,-0.026846856056912824
applicant receive ph,-0.026845453456033133
time years,-0.026845081951896766
applicant sor,-0.02683952398324615
applicant mother sister,-0.02683921828978625
strategic competitor,-0.02683653309896942
unification,-0.02683594961441429
marriages,-0.026831599071817532
family item,-0.026824656143103413
allegations thorough,-0.026822400011868742
allegations thorough careful,-0.026822400011868742
place live,-0.02682197105647288
widely,-0.026816368322066044
conduct terrorist,-0.026813935174385812
applicant assume,-0.026812997630622674
applicant confirme applicant,-0.026797166038122863
propose,-0.026793177172953264
june 2019 applicant,-0.026783701926475556
city applicant,-0.026781107095467074
cyber actor,-0.026779269920967384
election mark,-0.026771320178363894
marry citizen,-0.026760403072260575
biden,-0.026754270740564398
family sister,-0.02675264300808053
applicant mother applicant,-0.02675221274653375
minority group,-0.026749026987433103
factors,-0.026744331548202584
economic,-0.026740067878229357
applicant make attempt,-0.026738750433864308
make attempt,-0.026738750433864308
stable prosperous,-0.02673356092227522
mother child,-0.026728831632805306
detonate,-0.026712907232797834
approximately 400,-0.02670182114749849
kenya applicant,-0.02669840371485015
counter narcotic,-0.026685702966844665
hospitals,-0.026684717177308397
russian citizenship applicant,-0.026680194826406194
american applicant,-0.02667562370841152
frequently,-0.02667385585072686
surface air,-0.026670391002712946
air missile,-0.026670391002712946
surface,-0.026670391002712946
surface air missile,-0.026670391002712946
uncle citizen resident,-0.026668207656618897
2022 applicant,-0.02666489802738256
syria work,-0.026661160823961666
applicant currently employ,-0.026654687410920856
repression,-0.026643863156320665
base credit,-0.026642408172596416
lab,-0.026626693263788723
random foreign national,-0.026624378363204252
target random foreign,-0.026624378363204252
random foreign,-0.026624378363204252
marry 1988,-0.02661543271047426
applicant marry 1988,-0.02661543271047426
applicant marry october,-0.02660494307154799
marry october,-0.02660494307154799
proximity,-0.02659533412536607
rooms,-0.026583287047537277
brother law sister,-0.026583015269331177
documentary,-0.02658187919724294
presently,-0.02657332443992947
applicant travel pakistan,-0.026570658972284285
agents torture,-0.026565285449785998
government agents torture,-0.026565285449785998
exclusively,-0.026563865186097997
military diplomatic economic,-0.026553888167884
states applicant currently,-0.026545451394060705
bureau,-0.026543669712428886
association including,-0.02654171651848539
exercise increase,-0.02653058076989175
increase caution,-0.02653058076989175
exercise increase caution,-0.02653058076989175
college graduate,-0.026528676367181408
applicant represent,-0.026525428777929454
support government,-0.026522310397605785
accountability case,-0.026517234683083615
phd,-0.026513245833356035
emergency,-0.026512829378563127
machine,-0.026510174423587145
iraqi bank account,-0.026508191364291278
jordan sor,-0.02650675933841814
child year,-0.026498854902225217
threat violence target,-0.026494431608549307
attack threat,-0.026480628354473474
federal income tax,-0.02647943576009962
employ employer,-0.026467800057743508
applicant vacation,-0.026462607851627427
applicant earn bachelor,-0.02644492411781256
child tr,-0.026436210341924126
unite state april,-0.026435977264507964
2007 november,-0.026435021679321276
million people,-0.02643476356287589
33 38,-0.026428489971883996
applicant background interview,-0.026427199999732705
designate terrorist,-0.026418977749982312
january 2015 march,-0.026415203712467108
2015 march 2015,-0.026415203712467108
2016 2017 2018,-0.02641391525272598
misconduct,-0.026392623315460405
september 2006 applicant,-0.026385268506288667
detect,-0.02638246199808319
real estate unite,-0.026380384650665306
estate unite,-0.026380384650665306
local militia pose,-0.026378679769882927
pose potential threat,-0.026378679769882927
militia pose potential,-0.026378679769882927
24 2017,-0.026378392181020605
applicant deploy iraq,-0.02637246758817975
30 applicant spouse,-0.02637210080834004
