feature,coef
sic possibility success,-0.006638074915004357
recommend position,-0.006638074915004357
mom birthday,-0.006638074915004357
investigation afosi,-0.006638074915004357
applicant rub thigh,-0.006638074915004357
applicant rl,-0.006638074915004357
inside vagina,-0.006638074915004357
biological father applicant,-0.006638074915004357
cause believe,-0.006638074915004357
government allege subpart,-0.006638074915004357
allege subpart applicant,-0.006638074915004357
victim em tell,-0.006638074915004357
reasonably sic,-0.006638074915004357
victim applicant felt,-0.006638074915004357
stepdaughter ac,-0.006638074915004357
applicant em,-0.006638074915004357
buttocks applicant exhibit,-0.006638074915004357
ac biological father,-0.006638074915004357
zs,-0.006638074915004357
niece,-0.006638074915004357
recommend charge,-0.006638074915004357
skin,-0.006638074915004357
decision government exhibit,-0.006638074915004357
success merits,-0.006638074915004357
father applicant state,-0.006638074915004357
afosi report,-0.006638074915004357
vagina skin,-0.006638074915004357
ac lc,-0.006638074915004357
afosi investigation,-0.006638074915004357
minor stepdaughter ac,-0.006638074915004357
ns,-0.006638074915004357
applicant inappropriately smack,-0.006638074915004357
martial convene authority,-0.006638074915004357
ns applicant,-0.006638074915004357
martial convene,-0.006638074915004357
subpart applicant fail,-0.006638074915004357
subpart applicant,-0.006638074915004357
interview afosi,-0.006638074915004357
lc child,-0.006638074915004357
possibility,-0.006638074915004357
court martial convene,-0.006638074915004357
possibility success,-0.006638074915004357
allegation concern,-0.006638074915004357
inappropriately smack,-0.006638074915004357
applicant applicant inappropriately,-0.006638074915004357
allegation state applicant,-0.006638074915004357
convene authority,-0.006638074915004357
felt uncomfortable applicant,-0.006638074915004357
particular allegation,-0.006638074915004357
stomach,-0.006638074915004357
state allegation,-0.006638074915004357
applicant direct,-0.006626779448116536
deny applicant,-0.006622114033989125
uncomfortable,-0.006618364911095731
authority charge,-0.00661802427424791
fast,-0.00661802427424791
applicant complain,-0.00661802427424791
report date,-0.00661802427424791
black,-0.00661802427424791
investigation applicant interview,-0.00661802427424791
investigation air force,-0.00661802427424791
investigation air,-0.00661802427424791
child cohabitant,-0.00661802427424791
sleep bed,-0.00661802427424791
admission incorporate finding,-0.006606251086733496
admission incorporate,-0.006606251086733496
disability rating,-0.006602287992654553
sor applicant engage,-0.006598257827027106
maintenance,-0.006574103978403886
additionally,-0.006573788102747515
2019 applicant receive,-0.006554414891111171
favourable,-0.00654563976412523
return late,-0.00654209108430713
return file,-0.00654209108430713
women buttocks,-0.00654209108430713
table,-0.00654209108430713
department education ed,-0.00654209108430713
filing tax return,-0.00654209108430713
claime video,-0.00654209108430713
file tax return,-0.00654209108430713
women buttock genital,-0.00654209108430713
ge september 24,-0.00654209108430713
eip tr 74,-0.00654209108430713
february 14,-0.00654209108430713
february 14 2020,-0.00654209108430713
adjust gross,-0.00654209108430713
navy reserve unit,-0.00654209108430713
tax return file,-0.00654209108430713
tax return late,-0.00654209108430713
tax return tys,-0.00654209108430713
fully clothed,-0.00654209108430713
pornography eip,-0.00654209108430713
classify information eip,-0.00654209108430713
broken,-0.00654209108430713
account balance owe,-0.00654209108430713
applicant claime video,-0.00654209108430713
file tax,-0.00654209108430713
applicant videotape women,-0.00654209108430713
eip tr 75,-0.00654209108430713
loan forgiven,-0.00654209108430713
student loans tr,-0.00654209108430713
phone broken,-0.00654209108430713
extort rent,-0.00654209108430713
tax transcript indicate,-0.00654209108430713
education ed,-0.00654209108430713
attempt extort,-0.00654209108430713
attempt extort rent,-0.00654209108430713
clothed,-0.00654209108430713
april 15 2021,-0.00654209108430713
irs assess,-0.00654209108430713
incident involve,-0.00654209108430713
woman applicant videotape,-0.00654209108430713
timely file federal,-0.00654209108430713
irs assess additional,-0.00654209108430713
bankruptcy documentation,-0.00654209108430713
401k,-0.00654209108430713
loan forgiveness,-0.00654209108430713
loan forgiveness plan,-0.00654209108430713
applicant tell opm,-0.00654209108430713
72 73 applicant,-0.00654209108430713
14 2020 applicant,-0.00654209108430713
pay tax debt,-0.00654209108430713
pay tax,-0.00654209108430713
cell phone broken,-0.00654209108430713
debt hearing,-0.00654209108430713
intend pay,-0.00654209108430713
student loan forgiveness,-0.00654209108430713
prior october,-0.00654209108430713
adjust gross income,-0.00654209108430713
video consent,-0.00654209108430713
refund 2020,-0.00654209108430713
woman store,-0.00654209108430713
april 15,-0.00654209108430713
buttock genital,-0.00654209108430713
information eip,-0.00654209108430713
degree aviation,-0.00654209108430713
tell opm,-0.00654209108430713
prior october 2017,-0.00654209108430713
student loan forgiven,-0.00654209108430713
forgiven,-0.00654209108430713
information eip tr,-0.00654209108430713
penalty,-0.00654209108430713
24 2020 irs,-0.00654209108430713
applicant october 2021,-0.00654209108430713
plan irs,-0.00654209108430713
tell opm investigator,-0.00654209108430713
forgiveness plan,-0.00654209108430713
14 2020,-0.00654209108430713
guideline allegation,-0.00654209108430713
guideline allegation sor,-0.00654209108430713
weigh,-0.00654209108430713
weigh temporary,-0.00654209108430713
500 monthly,-0.00654209108430713
state tax return,-0.00654209108430713
applicant intend pay,-0.00654209108430713
pause,-0.00654209108430713
hearing applicant say,-0.00654209108430713
transcript indicate,-0.00654209108430713
transcript 2014 account,-0.00654209108430713
gross income,-0.00654209108430713
video woman,-0.00654209108430713
apr,-0.00654209108430713
apr 15,-0.00654209108430713
88 applicant,-0.00654209108430713
kitchen,-0.00654209108430713
use eip view,-0.00654209108430713
genital area,-0.00654209108430713
eip view,-0.00654209108430713
nonpriority,-0.00654209108430713
2014 account,-0.00654209108430713
buttock genital area,-0.00654209108430713
experts weigh,-0.00654209108430713
2014 account balance,-0.00654209108430713
experts,-0.00654209108430713
videotape women buttock,-0.00654209108430713
preparation,-0.00654209108430713
experts weigh temporary,-0.00654209108430713
federal state tax,-0.00654209108430713
return tys,-0.00654209108430713
payment address,-0.00654209108430713
genital,-0.00654209108430713
manager tell,-0.00654209108430713
2020 irs tax,-0.00654209108430713
assess additional,-0.00654209108430713
chapter bankruptcy,-0.00654209108430713
eip view pornography,-0.00654209108430713
65 applicant say,-0.00654209108430713
applicant pay tax,-0.00654209108430713
forbearance,-0.00654209108430713
647,-0.00654209108430713
15 2021,-0.00654209108430713
promotion,-0.006537855447338687
anxiety applicant,-0.006535777190916165
advances,-0.0065276467726172694
inappropriate comments,-0.0065255905386630555
sex addict,-0.006520336780919154
federal contractor applicant,-0.006515111754725183
previous employer,-0.00649458284212225
54 applicant testify,-0.006488211654527202
idea,-0.006488211654527202
search prostitute internet,-0.006480636330147287
search prostitute,-0.006480636330147287
second thought follow,-0.006480636330147287
second thought,-0.006480636330147287
applicant intoxicate twice,-0.006480636330147287
applicant intoxicate applicant,-0.006480636330147287
help inside item,-0.006480636330147287
help inside,-0.006480636330147287
ad prostitute,-0.006480636330147287
sexual act prostitute,-0.006480636330147287
activity prostitute grant,-0.006480636330147287
2021 response applicant,-0.006480636330147287
2021 interrogatory response,-0.006480636330147287
item december 2021,-0.006480636330147287
sor applicant say,-0.006480636330147287
occasion applicant wend,-0.006480636330147287
clearance decision statement,-0.006480636330147287
clearance decision,-0.006480636330147287
clearance incident 2007,-0.006480636330147287
clearance incident,-0.006480636330147287
vodka instance,-0.006480636330147287
indoctrinate sci,-0.006480636330147287
indoctrinate,-0.006480636330147287
item clearance,-0.006480636330147287
pass applicant,-0.006480636330147287
pass street house,-0.006480636330147287
motor vehicle knowingly,-0.006480636330147287
2013 solicitation applicant,-0.006480636330147287
2013 solicitation,-0.006480636330147287
2013 remain consistent,-0.006480636330147287
2013 remain,-0.006480636330147287
accuracy summary security,-0.006480636330147287
accuracy summary,-0.006480636330147287
accuracy comment item,-0.006480636330147287
accuracy comment,-0.006480636330147287
revoked aga applicant,-0.006480636330147287
revoked aga,-0.006480636330147287
eligibility access authorization,-0.006480636330147287
years ago applicant,-0.006480636330147287
involvement item december,-0.006480636330147287
2017 similar circumstance,-0.006480636330147287
accurate summary interview,-0.006480636330147287
accurate summary,-0.006480636330147287
time applicant drove,-0.006480636330147287
authorization denied,-0.006480636330147287
applicant perform oral,-0.006480636330147287
pass applicant acknowledge,-0.006480636330147287
applicant report history,-0.006480636330147287
admit sor allege,-0.006480636330147287
response applicant affirm,-0.006480636330147287
june 2017 july,-0.006480636330147287
frequent prostitutes female,-0.006480636330147287
frequent prostitutes,-0.006480636330147287
reiterate fact prior,-0.006480636330147287
car driving prior,-0.006480636330147287
car driving,-0.006480636330147287
2013 occasion applicant,-0.006480636330147287
agent office personnel,-0.006480636330147287
agent office,-0.006480636330147287
involvement item,-0.006480636330147287
approach car stop,-0.006480636330147287
approach car,-0.006480636330147287
summer 2014 december,-0.006480636330147287
summer 2014,-0.006480636330147287
summary security clearance,-0.006480636330147287
summary security,-0.006480636330147287
ago applicant learn,-0.006480636330147287
explanation specific answer,-0.006480636330147287
time applicant drink,-0.006480636330147287
explanation specific,-0.006480636330147287
2013 occasion,-0.006480636330147287
2013 drive impair,-0.006480636330147287
2013 drive,-0.006480636330147287
information applicant reiterate,-0.006480636330147287
38 39 government,-0.006480636330147287
decision statement cds,-0.006480636330147287
decision statement,-0.006480636330147287
intoxication years ago,-0.006480636330147287
intoxication years,-0.006480636330147287
intoxication twice week,-0.006480636330147287
revoke access unlike,-0.006480636330147287
revoke access particular,-0.006480636330147287
deny sor applicant,-0.006480636330147287
authorization denied suspended,-0.006480636330147287
facility following inconclusive,-0.006480636330147287
discuss december 2021,-0.006480636330147287
discuss december,-0.006480636330147287
pass street home,-0.006480636330147287
2017 similar,-0.006480636330147287
applicant address prior,-0.006480636330147287
deny charge,-0.006480636330147287
applicant pass applicant,-0.006480636330147287
information applicant fifth,-0.006480636330147287
information applicant advise,-0.006480636330147287
sor allege late,-0.006480636330147287
explain unprofessional request,-0.006480636330147287
explain unprofessional,-0.006480636330147287
summary interview aga,-0.006480636330147287
say applicant consume,-0.006480636330147287
august october november,-0.006480636330147287
august october,-0.006480636330147287
logistics applicant work,-0.006480636330147287
logistics applicant,-0.006480636330147287
comment item applicant,-0.006480636330147287
comment item,-0.006480636330147287
november 2017 occasion,-0.006480636330147287
intoxication twice,-0.006480636330147287
intoxication august 2013,-0.006480636330147287
2013 applicant drink,-0.006480636330147287
car stop,-0.006480636330147287
prostitutes female approach,-0.006480636330147287
prostitutes female,-0.006480636330147287
prostitutes discuss add,-0.006480636330147287
incident 2007 aga,-0.006480636330147287
incident 2007,-0.006480636330147287
particular facility following,-0.006480636330147287
particular facility,-0.006480636330147287
july 2015 reveal,-0.006480636330147287
2012 increase significantly,-0.006480636330147287
2012 increase,-0.006480636330147287
marry 1999 august,-0.006480636330147287
marry 1999,-0.006480636330147287
correct adopt accurate,-0.006480636330147287
correct adopt,-0.006480636330147287
unlike interview aga,-0.006480636330147287
unlike interview,-0.006480636330147287
unprofessional request hearing,-0.006480636330147287
unprofessional request,-0.006480636330147287
unprofessional,-0.006480636330147287
personal ad prostitute,-0.006480636330147287
applicant fifth interview,-0.006480636330147287
applicant fifth,-0.006480636330147287
intoxication august,-0.006480636330147287
occasion influence,-0.006480636330147287
adopt accurate summary,-0.006480636330147287
adopt accurate,-0.006480636330147287
mixe drink alcohol,-0.006480636330147287
2017 occasion applicant,-0.006480636330147287
2017 occasion,-0.006480636330147287
moderate 2011 2012,-0.006480636330147287
39 government,-0.006480636330147287
say applicant long,-0.006480636330147287
interview applicant address,-0.006480636330147287
interview aga september,-0.006480636330147287
interview aga investigators,-0.006480636330147287
information alcohol consumption,-0.006480636330147287
information alcohol,-0.006480636330147287
applicant operate motor,-0.006480636330147287
july 2017 similar,-0.006480636330147287
prostitutes discuss,-0.006480636330147287
car stop light,-0.006480636330147287
applicant deny charge,-0.006480636330147287
2012 applicant pass,-0.006480636330147287
2012 applicant intoxicate,-0.006480636330147287
2012 applicant disclose,-0.006480636330147287
39 government item,-0.006480636330147287
long consume,-0.006480636330147287
august 2013 remain,-0.006480636330147287
2018 cds note,-0.006480636330147287
2018 cds,-0.006480636330147287
2018 applicant security,-0.006480636330147287
consistent extremely light,-0.006480636330147287
consistent extremely,-0.006480636330147287
moderate 2011,-0.006480636330147287
applicant elaborate respond,-0.006480636330147287
driving prior,-0.006480636330147287
driving item sor,-0.006480636330147287
driving item,-0.006480636330147287
discuss fact applicant,-0.006480636330147287
discuss fact,-0.006480636330147287
occasion influence alcohol,-0.006480636330147287
years ago,-0.006480636330147287
interrogatory doha applicant,-0.006480636330147287
sixth interview february,-0.006480636330147287
sixth interview,-0.006480636330147287
sixth,-0.006480636330147287
applicant offer explanation,-0.006480636330147287
july 2017 item,-0.006480636330147287
opportunity review correct,-0.006480636330147287
applicant awake,-0.006480636330147287
engagement prostitute history,-0.006480636330147287
engagement prostitute,-0.006480636330147287
dwi offense reveal,-0.006480636330147287
dwi offense,-0.006480636330147287
august 2018 item,-0.006480636330147287
fourth interview july,-0.006480636330147287
fourth interview,-0.006480636330147287
thought follow item,-0.006480636330147287
thought follow,-0.006480636330147287
deny charge dui,-0.006480636330147287
2017 item guideline,-0.006480636330147287
born 1999 2005,-0.006480636330147287
applicant awake bed,-0.006480636330147287
2011 september 2013,-0.006480636330147287
incident item interview,-0.006480636330147287
incident item,-0.006480636330147287
august 2013 drive,-0.006480636330147287
2017 july 2017,-0.006480636330147287
prostitute multiple occasions,-0.006480636330147287
2014 applicant consume,-0.006480636330147287
representative september 2014,-0.006480636330147287
representative september,-0.006480636330147287
driving prior 2013,-0.006480636330147287
2017 item sixth,-0.006480636330147287
born 1999,-0.006480636330147287
applicant fourth,-0.006480636330147287
suspended revoked aga,-0.006480636330147287
suspended revoked,-0.006480636330147287
defense industry 2007,-0.006480636330147287
report history excessive,-0.006480636330147287
review correct adopt,-0.006480636330147287
review correct,-0.006480636330147287
inside item,-0.006480636330147287
mistake like human,-0.006480636330147287
mistake like,-0.006480636330147287
late 2011 september,-0.006480636330147287
late 2011,-0.006480636330147287
bed help,-0.006480636330147287
alcohol intend,-0.006480636330147287
alcohol december 2014,-0.006480636330147287
alcohol december,-0.006480636330147287
alcohol consumption moderate,-0.006480636330147287
alcohol consumption applicant,-0.006480636330147287
alcohol consumption alcohol,-0.006480636330147287
alcohol consume alcohol,-0.006480636330147287
alcohol consume,-0.006480636330147287
alcohol car driving,-0.006480636330147287
alcohol car,-0.006480636330147287
offer explanation specific,-0.006480636330147287
long consume alcohol,-0.006480636330147287
facility following,-0.006480636330147287
december 2021 interrogatory,-0.006480636330147287
december 2018 reveal,-0.006480636330147287
government item clearance,-0.006480636330147287
2011 september,-0.006480636330147287
consume whiskey driving,-0.006480636330147287
applicant tell interview,-0.006480636330147287
bed help inside,-0.006480636330147287
2021 interrogatory,-0.006480636330147287
consume alcohol intoxication,-0.006480636330147287
consume alcohol intend,-0.006480636330147287
consume alcohol car,-0.006480636330147287
consume alcohol applicant,-0.006480636330147287
applicant reveal following,-0.006480636330147287
inside item sor,-0.006480636330147287
multiple occasion influence,-0.006480636330147287
multiple occasions item,-0.006480636330147287
multiple occasions,-0.006480636330147287
alcohol intend future,-0.006480636330147287
area know frequent,-0.006480636330147287
area know,-0.006480636330147287
circumstance previously interview,-0.006480636330147287
applicant tell aga,-0.006480636330147287
acknowledge january 2018,-0.006480636330147287
acknowledge january,-0.006480636330147287
children born,-0.006480636330147287
2018 item june,-0.006480636330147287
offer explanation,-0.006480636330147287
december 2021 response,-0.006480636330147287
alcohol involvement item,-0.006480636330147287
consume mixe drink,-0.006480636330147287
consume mixe,-0.006480636330147287
2018 item,-0.006480636330147287
2018 reveal information,-0.006480636330147287
2018 reveal following,-0.006480636330147287
consumption moderate 2011,-0.006480636330147287
consumption moderate,-0.006480636330147287
statement cds,-0.006480636330147287
statement coerce polygrapher,-0.006480636330147287
specific answer,-0.006480636330147287
alcohol involvement,-0.006480636330147287
alcohol intoxication twice,-0.006480636330147287
alcohol intoxication august,-0.006480636330147287
specific answer sor,-0.006480636330147287
applicant reiterate fact,-0.006480636330147287
october november 2017,-0.006480636330147287
advise applicant solicit,-0.006480636330147287
dui dwi offense,-0.006480636330147287
dui dwi,-0.006480636330147287
applicant fourth interview,-0.006480636330147287
denied suspended revoked,-0.006480636330147287
applicant acknowledge search,-0.006480636330147287
2017 applicant search,-0.006480636330147287
disclose applicant similarly,-0.006480636330147287
cross allegations,-0.006480636330147287
classify access applicant,-0.006480636330147287
classify access,-0.006480636330147287
applicant hold access,-0.006480636330147287
sor allege summer,-0.006480636330147287
narrative statement answer,-0.006480636330147287
2011 2012 increase,-0.006480636330147287
alcohol use august,-0.006480636330147287
consumption alcohol consumption,-0.006480636330147287
consumption alcohol,-0.006480636330147287
consume whiskey,-0.006480636330147287
update,-0.006480636330147287
acknowledge occasion 1990,-0.006480636330147287
acknowledge occasion,-0.006480636330147287
2010 spring 2013,-0.006480636330147287
occasions item guideline,-0.006480636330147287
occasions item,-0.006480636330147287
employer august 2018,-0.006480636330147287
employer august,-0.006480636330147287
times early 2000s,-0.006480636330147287
times early,-0.006480636330147287
cross allegations guideline,-0.006480636330147287
applicant acknowledge occasion,-0.006480636330147287
investigation 2007,-0.006480636330147287
2014 applicant operate,-0.006480636330147287
prostitute july 2017,-0.006480636330147287
prostitute july,-0.006480636330147287
prostitute internet january,-0.006480636330147287
prostitute internet,-0.006480636330147287
applicant acknowledge january,-0.006480636330147287
knowingly intoxicated occasion,-0.006480636330147287
fact prior,-0.006480636330147287
awake bed help,-0.006480636330147287
awake bed,-0.006480636330147287
acknowledge search prostitute,-0.006480636330147287
acknowledge search,-0.006480636330147287
previously interview item,-0.006480636330147287
previously interview,-0.006480636330147287
update information alcohol,-0.006480636330147287
statement cds aga,-0.006480636330147287
children born 1999,-0.006480636330147287
consumption applicant say,-0.006480636330147287
consumption applicant,-0.006480636330147287
applicant classify,-0.006480636330147287
interview aga counterintelligence,-0.006480636330147287
interview aga applicant,-0.006480636330147287
final adjudication item,-0.006480636330147287
sex 2015 twice,-0.006480636330147287
sex 2015,-0.006480636330147287
spring 2013 occasion,-0.006480636330147287
update information,-0.006480636330147287
2010 spring,-0.006480636330147287
include brief narrative,-0.006480636330147287
include brief,-0.006480636330147287
report applicant hold,-0.006480636330147287
prostitute history alcohol,-0.006480636330147287
prostitute history,-0.006480636330147287
prostitute grant access,-0.006480636330147287
prostitute grant,-0.006480636330147287
discuss add applicant,-0.006480636330147287
occasion december 2014,-0.006480636330147287
applicant consume whiskey,-0.006480636330147287
investigation 2007 2012,-0.006480636330147287
september 2014 pend,-0.006480636330147287
september 2014 january,-0.006480636330147287
twice weekly drink,-0.006480636330147287
twice weekly,-0.006480636330147287
twice june 2017,-0.006480636330147287
subsequently rescind applicant,-0.006480636330147287
subsequently rescind,-0.006480636330147287
exchange text message,-0.006480636330147287
hold access sensitive,-0.006480636330147287
hold access,-0.006480636330147287
applicant classify access,-0.006480636330147287
twice june,-0.006480636330147287
pay 20 item,-0.006480636330147287
fact prior solicitation,-0.006480636330147287
knowingly intoxicated,-0.006480636330147287
applicant drove multiple,-0.006480636330147287
applicant drove influence,-0.006480636330147287
applicant drove consume,-0.006480636330147287
record applicant say,-0.006480636330147287
house applicant awake,-0.006480636330147287
impair alcohol december,-0.006480636330147287
impair alcohol,-0.006480636330147287
circumstance previously,-0.006480636330147287
sor allege 2017,-0.006480636330147287
drive impair alcohol,-0.006480636330147287
drive impair,-0.006480636330147287
oral sex times,-0.006480636330147287
sor allegations following,-0.006480636330147287
government background investigation,-0.006480636330147287
government background,-0.006480636330147287
divorced children born,-0.006480636330147287
divorced children,-0.006480636330147287
excessive alcohol consumption,-0.006480636330147287
excessive alcohol,-0.006480636330147287
2009 2010 spring,-0.006480636330147287
week 2012 applicant,-0.006480636330147287
sca agent office,-0.006480636330147287
sca agent,-0.006480636330147287
message second thought,-0.006480636330147287
prior government background,-0.006480636330147287
investigators discuss december,-0.006480636330147287
statement coerce,-0.006480636330147287
allegations guideline,-0.006480636330147287
allegations following statement,-0.006480636330147287
allegations following,-0.006480636330147287
prior engagement prostitute,-0.006480636330147287
prior engagement,-0.006480636330147287
message second,-0.006480636330147287
act prostitute july,-0.006480636330147287
applicant subject polygraph,-0.006480636330147287
reveal security significant,-0.006480636330147287
reveal security,-0.006480636330147287
prior 2013 solicitation,-0.006480636330147287
prior 2013,-0.006480636330147287
act prostitute,-0.006480636330147287
sex applicant pay,-0.006480636330147287
note background applicant,-0.006480636330147287
note background,-0.006480636330147287
drink whiskey,-0.006480636330147287
oral sex 2015,-0.006480636330147287
allege 2010 july,-0.006480636330147287
allegations guideline item,-0.006480636330147287
2008 aga indoctrinate,-0.006480636330147287
2008 aga,-0.006480636330147287
january august october,-0.006480636330147287
january august,-0.006480636330147287
future applicant say,-0.006480636330147287
current employer august,-0.006480636330147287
2014 december 2014,-0.006480636330147287
2014 december,-0.006480636330147287
similarly solicit pay,-0.006480636330147287
similarly solicit,-0.006480636330147287
past make,-0.006480636330147287
past make mistake,-0.006480636330147287
awake,-0.006480636330147287
follow item sor,-0.006480636330147287
follow item,-0.006480636330147287
following information applicant,-0.006480636330147287
following inconclusive polygraph,-0.006480636330147287
following inconclusive,-0.006480636330147287
september 2017 item,-0.006480636330147287
offense reveal record,-0.006480636330147287
hold clearance incident,-0.006480636330147287
applicant search internet,-0.006480636330147287
instance winter 2012,-0.006480636330147287
instance winter,-0.006480636330147287
prior government,-0.006480636330147287
september 2013 applicant,-0.006480636330147287
counterintelligence representative september,-0.006480636330147287
counterintelligence representative,-0.006480636330147287
applicant recall time,-0.006480636330147287
disclose january 2018,-0.006480636330147287
disclose january,-0.006480636330147287
fact applicant subject,-0.006480636330147287
human gentleman explain,-0.006480636330147287
human gentleman,-0.006480636330147287
applicant drink intoxication,-0.006480636330147287
offense reveal,-0.006480636330147287
interview applicant september,-0.006480636330147287
allege 2017 applicant,-0.006480636330147287
allege 2017,-0.006480636330147287
applicant marry 1999,-0.006480636330147287
2007 field logistics,-0.006480636330147287
applicant include brief,-0.006480636330147287
drink whiskey vodka,-0.006480636330147287
subject polygraph interview,-0.006480636330147287
subject polygraph,-0.006480636330147287
reveal information significance,-0.006480636330147287
2007 field,-0.006480636330147287
january 2015 incident,-0.006480636330147287
intoxicate applicant pass,-0.006480636330147287
cds aga date,-0.006480636330147287
cds aga,-0.006480636330147287
inconclusive polygraph result,-0.006480636330147287
inconclusive polygraph,-0.006480636330147287
inconclusive applicant pass,-0.006480636330147287
inconclusive applicant,-0.006480636330147287
stop light applicant,-0.006480636330147287
stop light,-0.006480636330147287
september 2019 opm,-0.006480636330147287
applicant drink alcohol,-0.006480636330147287
applicant underage 2014,-0.006480636330147287
following june 2019,-0.006480636330147287
following june,-0.006480636330147287
access unlike interview,-0.006480636330147287
access unlike,-0.006480636330147287
light item,-0.006480636330147287
light applicant allow,-0.006480636330147287
september 2019 following,-0.006480636330147287
applicant debrief,-0.006480636330147287
intoxicated occasion december,-0.006480636330147287
intoxicated occasion,-0.006480636330147287
drink intoxication,-0.006480636330147287
use august,-0.006480636330147287
fifth interview,-0.006480636330147287
field logistics applicant,-0.006480636330147287
field logistics,-0.006480636330147287
allege late 2011,-0.006480636330147287
allege late,-0.006480636330147287
2007 aga revoke,-0.006480636330147287
2007 aga,-0.006480636330147287
2007 2012 applicant,-0.006480636330147287
cds note background,-0.006480636330147287
cds note,-0.006480636330147287
drink alcohol use,-0.006480636330147287
drink alcohol intoxication,-0.006480636330147287
drink intoxication years,-0.006480636330147287
applicant debrief september,-0.006480636330147287
intoxicate twice weekly,-0.006480636330147287
charge dui dwi,-0.006480636330147287
charge dui,-0.006480636330147287
allege summer 2014,-0.006480636330147287
allege summer,-0.006480636330147287
use august 2013,-0.006480636330147287
2019 opm interview,-0.006480636330147287
2019 opm,-0.006480636330147287
history alcohol involvement,-0.006480636330147287
adjudication item applicant,-0.006480636330147287
adjudication item,-0.006480636330147287
february 2018 reveal,-0.006480636330147287
2019 following june,-0.006480636330147287
2019 following,-0.006480636330147287
drove consume mixe,-0.006480636330147287
drove consume,-0.006480636330147287
drove alley applicant,-0.006480636330147287
drove alley,-0.006480636330147287
similar circumstance previously,-0.006480636330147287
discuss add,-0.006480636330147287
light applicant,-0.006480636330147287
coerce polygrapher,-0.006480636330147287
occasion 1990 applicant,-0.006480636330147287
occasion 1990,-0.006480636330147287
coerce polygrapher past,-0.006480636330147287
following security significant,-0.006480636330147287
following security,-0.006480636330147287
access particular facility,-0.006480636330147287
result item,-0.006480636330147287
reveal record applicant,-0.006480636330147287
reveal record,-0.006480636330147287
fifth interview december,-0.006480636330147287
interview december 2018,-0.006480636330147287
access particular,-0.006480636330147287
operate motor vehicle,-0.006480636330147287
2014 january 2015,-0.006480636330147287
2014 january,-0.006480636330147287
drove multiple,-0.006480636330147287
drove influence alcohol,-0.006480636330147287
drove influence,-0.006480636330147287
elaborate respond government,-0.006480636330147287
elaborate respond,-0.006480636330147287
spouse divorced children,-0.006480636330147287
significantly applicant learn,-0.006480636330147287
significantly applicant,-0.006480636330147287
alley,-0.006480636330147287
increase significantly applicant,-0.006480636330147287
increase significantly,-0.006480636330147287
influence alcohol consume,-0.006480636330147287
influence alcohol applicant,-0.006480636330147287
infidelity applicant recall,-0.006480636330147287
infidelity applicant intoxicate,-0.006480636330147287
reveal following security,-0.006480636330147287
reveal following information,-0.006480636330147287
investigators discuss,-0.006480636330147287
history excessive alcohol,-0.006480636330147287
history excessive,-0.006480636330147287
early 2000s 2009,-0.006480636330147287
item aga,-0.006480636330147287
allow drove,-0.006480636330147287
date 2018,-0.006480636330147287
intoxicate applicant,-0.006480636330147287
applicant long consume,-0.006480636330147287
2005 applicant employ,-0.006480636330147287
weekly drink whiskey,-0.006480636330147287
weekly drink,-0.006480636330147287
alley applicant perform,-0.006480636330147287
alley applicant,-0.006480636330147287
2014 pend final,-0.006480636330147287
2014 pend,-0.006480636330147287
aga subsequently rescind,-0.006480636330147287
aga subsequently,-0.006480636330147287
aga september 2019,-0.006480636330147287
request hearing item,-0.006480636330147287
applicant wend area,-0.006480636330147287
guideline item,-0.006480636330147287
applicant disclose prior,-0.006480636330147287
polygraph result item,-0.006480636330147287
vehicle knowingly intoxicated,-0.006480636330147287
vehicle knowingly,-0.006480636330147287
applicant september 2019,-0.006480636330147287
address prior engagement,-0.006480636330147287
address prior,-0.006480636330147287
result item 38,-0.006480636330147287
2019 sca applicant,-0.006480636330147287
2019 sca agent,-0.006480636330147287
applicant allow drove,-0.006480636330147287
provide update,-0.006480636330147287
interview february 2018,-0.006480636330147287
intend future,-0.006480636330147287
intend future applicant,-0.006480636330147287
prior solicitation prostitutes,-0.006480636330147287
prior solicitation,-0.006480636330147287
date 2018 cds,-0.006480636330147287
allow drove alley,-0.006480636330147287
applicant disclose january,-0.006480636330147287
aga investigators discuss,-0.006480636330147287
aga investigators,-0.006480636330147287
operate motor,-0.006480636330147287
information significance item,-0.006480636330147287
information significance,-0.006480636330147287
rescind applicant classify,-0.006480636330147287
rescind applicant,-0.006480636330147287
rescind,-0.006480636330147287
2015 twice june,-0.006480636330147287
polygrapher past,-0.006480636330147287
1990 applicant underage,-0.006480636330147287
item 38 39,-0.006480636330147287
item 38,-0.006480636330147287
2000s 2009,-0.006480636330147287
statement answer applicant,-0.006480636330147287
statement answer,-0.006480636330147287
march 2008 aga,-0.006480636330147287
march 2008,-0.006480636330147287
provide update information,-0.006480636330147287
wend area know,-0.006480636330147287
wend area,-0.006480636330147287
2015 twice,-0.006480636330147287
sor applicant include,-0.006480636330147287
sor applicant fourth,-0.006480636330147287
aga september 2014,-0.006480636330147287
guideline item applicant,-0.006480636330147287
aga indoctrinate sci,-0.006480636330147287
aga indoctrinate,-0.006480636330147287
aga date 2018,-0.006480636330147287
aga date,-0.006480636330147287
sci march 2008,-0.006480636330147287
polygraph result,-0.006480636330147287
intoxicate twice,-0.006480636330147287
solicit engage sexual,-0.006480636330147287
